date,open,high,low,close,volume,log_return,simple_return
2021-01-04,2977.321,3094.528,2963.414,3078.111,10434961364,,
2021-01-05,3050.183,3100.001,3027.756,3097.977,10918729864,0.006433220677886098,0.00645395828805384
2021-01-06,3113.847,3134.763,3057.564,3115.091,11197234879,0.0055090474733479056,0.005524250180036772
2021-01-07,3106.339,3162.398,3086.064,3162.398,12654076939,0.015072235273215995,0.015186394233748013
2021-01-08,3179.365,3194.366,3115.992,3150.78,11127174585,-0.003680559336448397,-0.003673794380087525
2021-01-11,3159.594,3159.594,3066.741,3092.861,10821013798,-0.018553488727052425,-0.01838243228660852
2021-01-12,3079.84,3180.35,3057.735,3180.35,9386732654,0.027894701123118537,0.028287401212016894
2021-01-13,3180.747,3207.071,3100.065,3130.298,10423994946,-0.01586304594085952,-0.01573789048375185
2021-01-14,3101.962,3142.854,3061.018,3089.177,9418309265,-0.01322349529585587,-0.013136448989840455
2021-01-15,3073.997,3109.87,3020.781,3089.945,9139663997,0.00024857900651831244,0.0002486099048386592
2021-01-18,3078.026,3164.581,3056.805,3149.2,9392322926,0.018995160929680566,0.019176716737676403
2021-01-19,3146.273,3157.464,3074.193,3084.488,10657511970,-0.020762773088026876,-0.020548710783691138
2021-01-20,3106.348,3204.932,3098.427,3204.932,9438076092,0.03830519405873112,0.039048295859799076
2021-01-21,3217.827,3303.322,3217.827,3283.721,10615364142,0.024286357313158646,0.024583672914121113
2021-01-22,3282.041,3366.692,3281.399,3358.238,10503275193,0.022439201052904423,0.022692853625505993
2021-01-25,3363.602,3427.444,3333.743,3355.24,10383467644,-0.0008931287774487373,-0.0008927300566546892
2021-01-26,3335.438,3335.438,3253.274,3258.355,9217945971,-0.029300836089912963,-0.02887572871091182
2021-01-27,3269.773,3296.163,3196.088,3281.031,9148409385,0.00693523547567132,0.006959339912317786
2021-01-28,3219.93,3248.015,3160.529,3161.863,9566322212,-0.03699629143283545,-0.036320290786646114
2021-01-29,3201.669,3221.114,3070.038,3128.865,9829750759,-0.010491091859121227,-0.010436252298091309
2021-02-01,3134.79,3189.852,3123.435,3159.993,8720213996,0.009899493425198358,0.009948655502874049
2021-02-02,3176.253,3232.434,3130.763,3228.698,8552920746,0.021509147587817523,0.021742136770556142
2021-02-03,3245.261,3276.235,3218.87,3223.766,8735680327,-0.0015287186291921273,-0.0015275507340729577
2021-02-04,3208.646,3248.281,3155.787,3200.549,8662749811,-0.007227883774600485,-0.007201825442665566
2021-02-05,3224.847,3256.722,3191.458,3193.707,7604547980,-0.0021400465077547892,-0.002137758240851828
2021-02-08,3202.483,3278.06,3162.587,3278.06,6697265710,0.026069472915168035,0.026412253847957867
2021-02-09,3291.501,3339.969,3273.059,3334.242,7173896146,0.01699358317937616,0.017138795507098736
2021-02-10,3350.324,3427.82,3314.673,3413.81,6913493270,0.023583602453509656,0.02386389470230399
2021-02-18,3475.89,3475.998,3300.183,3320.144,9142775437,-0.027820814149047024,-0.027437379350344626
2021-02-19,3289.006,3308.746,3195.954,3285.535,9398626833,-0.010478655314059893,-0.010423945467425533
2021-02-22,3278.586,3278.586,3138.648,3138.672,11833666769,-0.04572971964394412,-0.044699873840942095
2021-02-23,3099.189,3156.37,3090.319,3112.357,8808378210,-0.008419463563487994,-0.008384119143382995
2021-02-24,3112.723,3125.24,2973.884,3007.456,9798856134,-0.03428577829203938,-0.03370468105040647
2021-02-25,3040.901,3045.0,2969.033,2977.176,8828585070,-0.010119338462731164,-0.0100683102263176
2021-02-26,2907.483,2961.027,2887.809,2914.113,9027592645,-0.021409714872754115,-0.021182153826310612
2021-03-01,2958.53,2998.033,2935.076,2994.751,9098464386,0.027295604214184088,0.027671541906576946
2021-03-02,3019.096,3023.208,2937.89,2966.892,8756487492,-0.009346149305212492,-0.009302609799612838
2021-03-03,2951.29,2997.993,2933.834,2997.749,8035792155,0.010346733452104573,0.010400445988596907
2021-03-04,2962.52,2962.52,2841.154,2851.873,9579500518,-0.04988570228755407,-0.04866184593840239
2021-03-05,2800.25,2897.172,2800.25,2871.972,10577969165,0.007022930428556506,0.00704764903626498
2021-03-08,2889.085,2905.469,2726.343,2728.844,10709280417,-0.05112082553880448,-0.049836140463765055
2021-03-09,2717.17,2733.982,2608.241,2633.45,10826165892,-0.03558330267507692,-0.034957659726976065
2021-03-10,2708.229,2720.25,2665.697,2676.702,8542556127,0.016290666080616134,0.016424082477358715
2021-03-11,2682.948,2768.955,2677.571,2746.575,8302838730,0.02576924120837898,0.02610413860041194
2021-03-12,2768.577,2771.866,2711.325,2756.813,8311495903,0.003720621482768749,0.003727551586976574
2021-03-15,2737.447,2737.447,2612.449,2644.015,7993570726,-0.041776707196977014,-0.04091608680022918
2021-03-16,2664.693,2678.915,2629.358,2672.117,8829156183,0.010572446945170455,0.010628532742817498
2021-03-17,2662.926,2717.675,2631.729,2704.136,8496844279,0.011911410633003605,0.011982633993945502
2021-03-18,2717.274,2760.789,2713.85,2748.726,8405684798,0.01635507883333176,0.016489555259055155
2021-03-19,2697.827,2726.872,2653.998,2671.518,8062902912,-0.02849068142649358,-0.028088649068695903
2021-03-22,2683.638,2729.098,2665.616,2698.261,8272100701,0.009960641250649438,0.010010413555139763
2021-03-23,2684.643,2708.959,2641.375,2668.082,9052274901,-0.011247629217637112,-0.011184611125461985
2021-03-24,2650.372,2678.402,2623.292,2634.614,8087879483,-0.01262318051464728,-0.012543842355669632
2021-03-25,2609.378,2670.896,2603.937,2655.999,8474103400,0.008084173408978046,0.008116938572405585
