date,open,high,low,close,volume,amount,outstanding_share,turnover,log_return,simple_return
2021-01-25,1825.81,1910.4,1825.81,1906.45,5595716.0,12029474558.0,1256197800.0,0.0044544863874144665,0.04468258466572994,0.04569588731529106
2021-01-26,1915.22,1916.97,1862.72,1877.43,3174746.0,6820173362.0,1256197800.0,0.0025272660085855904,-0.015339053563596217,-0.015222009494085809
2021-01-27,1877.43,1877.43,1827.57,1831.07,3712017.0,7809446387.0,1256197800.0,0.002954962188279585,-0.025003324902505675,-0.024693330776646816
2021-01-28,1823.18,1849.18,1805.67,1830.2,3512864.0,7337084455.0,1256197800.0,0.0027964258494959948,-0.0004752449376166368,-0.0004751320266291881
2021-01-29,1841.76,1884.09,1832.14,1854.9,3370133.0,7166179277.0,1256197800.0,0.002682804411852974,0.013405535751354947,0.01349579280952895
2021-02-01,1867.01,1893.31,1836.33,1848.88,2934059.0,6219639111.0,1256197800.0,0.0023356664054020792,-0.003250735897517565,-0.003245457976171262
2021-02-02,1851.43,1884.53,1842.56,1880.16,3458225.0,7372233582.0,1256197800.0,0.002752930310815701,0.01677682925051549,0.016918350568993157
2021-02-03,1884.54,1926.85,1875.78,1919.52,3871415.0,8384049314.0,1256197800.0,0.0030818514409116145,0.0207182751809869,0.020934388562675377
2021-02-04,1920.48,2042.32,1920.48,2034.3,6385101.0,14596930188.0,1256197800.0,0.005082878667674788,0.05807662459128782,0.05979619904976241
2021-02-05,2037.93,2072.64,2008.13,2027.42,3972906.0,9253566205.0,1256197800.0,0.0031626436537303283,-0.0033877306067298107,-0.0033819987219190217
2021-02-08,2048.45,2085.16,2027.42,2076.33,3578573.0,8420758625.0,1256197800.0,0.002848733694645859,0.023837863439446494,0.024124256444150616
2021-02-09,2076.33,2153.14,2059.85,2153.14,3329655.0,7972930045.0,1256197800.0,0.002650581779398117,0.036325329605421786,0.03699315619386123
2021-02-10,2178.18,2280.03,2178.18,2279.86,6137057.0,15675929714.0,1256197800.0,0.004885422502730064,0.05718679575839758,0.05885358128129159
2021-02-18,2268.44,2303.42,2160.65,2165.91,6591232.0,16704135269.0,1256197800.0,0.005246969864140822,-0.051273441103320216,-0.049981139192757595
2021-02-19,2148.52,2188.4,2087.55,2156.27,5938546.0,14525164525.0,1256197800.0,0.00472739722995853,-0.004460719352148423,-0.004450785120341916
2021-02-22,2151.88,2151.88,1996.93,2005.52,7893547.0,18498777223.0,1256197800.0,0.006283681598550801,-0.07247649836317382,-0.06991239501546653
2021-02-23,1985.46,2055.37,1985.34,2022.16,5745460.0,13316110795.0,1256197800.0,0.004573690544594171,0.008262868288715808,0.008297100003989089
2021-02-24,2023.02,2031.8,1893.74,1918.73,8211578.0,18195034445.0,1256197800.0,0.006536851123286476,-0.052502738196101184,-0.051148277089844596
2021-02-25,1936.26,1949.84,1859.31,1884.54,5972643.0,12982145755.0,1256197800.0,0.004754540248358976,-0.017979749557153646,-0.017819078244463826
2021-02-26,1840.71,1910.79,1812.05,1860.68,6652506.0,14097015494.0,1256197800.0,0.00529574721433201,-0.012741746978415236,-0.012660914599849193
2021-03-01,1909.96,1909.96,1858.25,1891.55,4491626.0,9686945529.0,1256197800.0,0.003575572254624232,0.0164545864779182,0.01659070877313673
2021-03-02,1910.84,1910.84,1781.99,1803.9,7076450.0,14796698646.0,1256197800.0,0.005633229098156357,-0.047445611057130854,-0.0463376595913404
2021-03-03,1788.12,1884.34,1781.99,1875.78,5421546.0,11366685429.0,1256197800.0,0.00431583784018727,0.03907358518686799,0.0398469981706302
2021-03-04,1836.33,1837.21,1761.91,1781.99,6508829.0,13297304316.0,1256197800.0,0.005181372710571536,-0.051293855557769774,-0.05000053311155894
